id,departure_city,destination_city,bus_plate,travel_datetime,price,bus_type,available_seats
535,Gaziantep,Istanbul,85 EZY 838,10/23/2026,760.27,2+2 Classic,"1,5,8,12,24"
536,Mersin,Antalya,68 EHH 644,7/3/2026,859.4,2+2 Classic,"1,5,8,12,24"
537,Bursa,Ankara,18 NQN 483,8/16/2026,583.77,2+1 VIP,"1,5,8,12,24"
538,Mersin,Diyarbakir,92 IMA 869,9/16/2026,438.61,2+2 Classic,"1,5,8,12,24"
539,Bursa,Konya,24 AZH 062,3/17/2026,1131.85,2+1 VIP,"1,5,8,12,24"
540,Diyarbakir,Ankara,94 TJP 696,8/31/2026,510.45,2+2 Classic,"1,5,8,12,24"
541,Mersin,Antalya,76 QLK 268,2/4/2026,547.28,2+1 VIP,"1,5,8,12,24"
542,Gaziantep,Konya,81 MEH 137,4/3/2026,460.17,2+1 VIP,"1,5,8,12,24"
543,Istanbul,Adana,82 EKV 814,10/17/2026,459.99,2+1 VIP,"1,5,8,12,24"
544,Istanbul,Adana,52 LSG 376,1/31/2026,558.65,2+2 Classic,"1,5,8,12,24"
545,Mersin,Diyarbakir,48 ESG 898,8/30/2026,655.39,2+2 Classic,"1,5,8,12,24"
546,Adana,Ankara,13 ENL 703,4/28/2026,1087.83,2+1 VIP,"1,5,8,12,24"
547,Istanbul,Adana,20 IYE 806,10/20/2026,1109.99,2+1 VIP,"1,5,8,12,24"
548,Antalya,Mersin,16 DXI 136,6/13/2026,690.41,2+2 Classic,"1,5,8,12,24"
549,Ankara,Konya,60 CKE 058,6/23/2026,1066.65,2+2 Classic,"1,5,8,12,24"
550,Adana,Istanbul,30 EEG 144,11/1/2026,796.02,2+1 VIP,"1,5,8,12,24"
551,Antalya,Adana,76 YDK 789,11/16/2026,922.32,2+1 VIP,"1,5,8,12,24"
552,Diyarbakir,Adana,58 VVU 484,7/7/2026,619.54,2+2 Classic,"1,5,8,12,24"
553,Bursa,Mersin,41 JTH 505,5/2/2026,1033.49,2+1 VIP,"1,5,8,12,24"
554,Bursa,Gaziantep,52 SKV 071,8/8/2026,948.27,2+1 VIP,"1,5,8,12,24"
555,Gaziantep,Mersin,65 SIT 060,6/24/2026,1177.75,2+1 VIP,"1,5,8,12,24"
556,Bursa,Bursa,68 WFZ 865,3/16/2026,644.25,2+1 VIP,"1,5,8,12,24"
557,Konya,Adana,83 BSK 233,12/25/2026,734.59,2+1 VIP,"1,5,8,12,24"
558,Mersin,Gaziantep,04 PDO 768,10/14/2026,471.75,2+1 VIP,"1,5,8,12,24"
559,Adana,Istanbul,12 APT 755,3/30/2026,565.4,2+1 VIP,"1,5,8,12,24"
560,Izmir,Konya,16 GIB 589,5/27/2026,1119.91,2+1 VIP,"1,5,8,12,24"
561,Konya,Gaziantep,79 GQC 378,3/9/2026,646.81,2+2 Classic,"1,5,8,12,24"
562,Mersin,Diyarbakir,90 YPZ 653,7/1/2026,841.99,2+2 Classic,"1,5,8,12,24"
563,Ankara,Bursa,75 EAW 884,12/18/2026,903.79,2+1 VIP,"1,5,8,12,24"
564,Ankara,Izmir,06 QBL 132,12/24/2026,874.88,2+1 VIP,"1,5,8,12,24"
565,Gaziantep,Izmir,51 XEE 418,11/19/2026,1011.97,2+1 VIP,"1,5,8,12,24"
566,Antalya,Istanbul,69 YST 986,8/28/2026,716.35,2+2 Classic,"1,5,8,12,24"
567,Gaziantep,Diyarbakir,99 JNV 694,1/9/2026,961.38,2+2 Classic,"1,5,8,12,24"
568,Gaziantep,Istanbul,32 RNO 605,3/19/2026,1156.94,2+1 VIP,"1,5,8,12,24"
569,Konya,Antalya,86 LLX 357,1/3/2026,832.51,2+2 Classic,"1,5,8,12,24"
570,Bursa,Gaziantep,82 DVT 016,5/15/2026,904.42,2+2 Classic,"1,5,8,12,24"
571,Diyarbakir,Diyarbakir,20 MRF 291,1/26/2026,760.27,2+2 Classic,"1,5,8,12,24"
572,Konya,Antalya,53 HXW 640,3/17/2026,785.61,2+2 Classic,"1,5,8,12,24"
573,Ankara,Gaziantep,44 SHB 423,11/6/2026,847.61,2+2 Classic,"1,5,8,12,24"
574,Gaziantep,Ankara,81 OMZ 795,10/14/2026,977.72,2+1 VIP,"1,5,8,12,24"
575,Izmir,Istanbul,16 BVZ 581,10/3/2026,677.37,2+1 VIP,"1,5,8,12,24"
576,Antalya,Ankara,17 RBO 918,7/21/2026,923.13,2+2 Classic,"1,5,8,12,24"
577,Izmir,Antalya,34 ZHE 890,4/20/2026,825.34,2+1 VIP,"1,5,8,12,24"
578,Gaziantep,Istanbul,56 ATP 340,4/14/2026,868.47,2+1 VIP,"1,5,8,12,24"
579,Ankara,Izmir,26 IXN 077,1/3/2026,856.59,2+1 VIP,"1,5,8,12,24"
580,Mersin,Diyarbakir,33 YBP 227,8/7/2026,972.42,2+1 VIP,"1,5,8,12,24"
581,Izmir,Ankara,65 ABN 225,6/26/2026,618.07,2+1 VIP,"1,5,8,12,24"
582,Istanbul,Diyarbakir,24 ADE 543,4/23/2026,840.45,2+2 Classic,"1,5,8,12,24"
583,Mersin,Ankara,74 CGZ 111,10/10/2026,847.51,2+2 Classic,"1,5,8,12,24"
584,Adana,Gaziantep,65 BRV 384,6/5/2026,1180.16,2+1 VIP,"1,5,8,12,24"
585,Diyarbakir,Diyarbakir,27 TDS 358,3/8/2026,923.35,2+1 VIP,"1,5,8,12,24"
586,Antalya,Antalya,99 FRE 561,8/7/2026,907.26,2+2 Classic,"1,5,8,12,24"
587,Gaziantep,Konya,14 UHB 206,2/17/2026,885.5,2+1 VIP,"1,5,8,12,24"
588,Istanbul,Gaziantep,47 ZEN 231,3/31/2026,1111.66,2+1 VIP,"1,5,8,12,24"
589,Adana,Izmir,20 HOG 299,4/2/2026,899.16,2+1 VIP,"1,5,8,12,24"
590,Istanbul,Ankara,39 DBO 279,10/2/2026,864.99,2+2 Classic,"1,5,8,12,24"
591,Bursa,Gaziantep,92 UMK 498,7/5/2026,962.96,2+2 Classic,"1,5,8,12,24"
592,Antalya,Mersin,20 HTY 063,10/23/2026,579.91,2+1 VIP,"1,5,8,12,24"
593,Antalya,Diyarbakir,51 XDX 823,3/3/2026,1066.38,2+2 Classic,"1,5,8,12,24"
594,Antalya,Mersin,05 XOQ 430,8/8/2026,512.21,2+2 Classic,"1,5,8,12,24"
595,Ankara,Adana,05 DGM 235,11/21/2026,664.37,2+1 VIP,"1,5,8,12,24"
596,Mersin,Konya,60 PLI 983,3/13/2026,524.73,2+2 Classic,"1,5,8,12,24"
597,Ankara,Adana,73 ART 204,11/23/2026,1043.44,2+1 VIP,"1,5,8,12,24"
598,Mersin,Istanbul,54 BDW 460,3/23/2026,593.86,2+2 Classic,"1,5,8,12,24"
599,Bursa,Antalya,58 NQA 894,2/22/2026,1067.87,2+1 VIP,"1,5,8,12,24"
600,Konya,Bursa,38 NMS 841,5/30/2026,608.18,2+2 Classic,"1,5,8,12,24"
601,Konya,Istanbul,68 BBL 933,11/26/2026,765.63,2+1 VIP,"1,5,8,12,24"
602,Antalya,Gaziantep,82 WFP 486,2/11/2026,877.26,2+1 VIP,"1,5,8,12,24"
603,Bursa,Adana,91 EFE 556,2/25/2026,886.65,2+1 VIP,"1,5,8,12,24"
604,Bursa,Konya,58 IBW 382,1/11/2026,425.21,2+1 VIP,"1,5,8,12,24"
605,Bursa,Gaziantep,94 XXN 081,9/27/2026,892.68,2+1 VIP,"1,5,8,12,24"
606,Ankara,Konya,16 TGT 972,9/28/2026,922.66,2+1 VIP,"1,5,8,12,24"
607,Antalya,Adana,77 QCM 375,7/5/2026,579.73,2+1 VIP,"1,5,8,12,24"
608,Izmir,Adana,98 INZ 902,6/4/2026,1017.05,2+1 VIP,"1,5,8,12,24"
609,Mersin,Gaziantep,96 VAI 438,7/2/2026,1164.92,2+1 VIP,"1,5,8,12,24"
610,Istanbul,Mersin,10 KES 716,4/3/2026,1003.7,2+2 Classic,"1,5,8,12,24"
611,Konya,Antalya,90 SKP 816,3/12/2026,966.2,2+2 Classic,"1,5,8,12,24"
612,Istanbul,Mersin,68 ERL 399,10/26/2026,759.84,2+1 VIP,"1,5,8,12,24"
613,Izmir,Bursa,29 XXI 267,10/16/2026,471.61,2+1 VIP,"1,5,8,12,24"
614,Ankara,Istanbul,34 ILO 119,3/13/2026,549.97,2+1 VIP,"1,5,8,12,24"
615,Adana,Adana,93 MJU 878,9/7/2026,573.42,2+2 Classic,"1,5,8,12,24"
616,Izmir,Antalya,89 FRN 728,7/7/2026,405.53,2+2 Classic,"1,5,8,12,24"
617,Izmir,Izmir,55 TXT 272,7/20/2026,813.19,2+2 Classic,"1,5,8,12,24"
618,Gaziantep,Gaziantep,31 VQT 847,9/25/2026,616.01,2+1 VIP,"1,5,8,12,24"
619,Adana,Adana,49 GVP 311,10/15/2026,772.04,2+1 VIP,"1,5,8,12,24"
620,Gaziantep,Ankara,06 TNL 670,11/14/2026,985.75,2+1 VIP,"1,5,8,12,24"
621,Antalya,Adana,92 YDN 912,11/30/2026,920.49,2+2 Classic,"1,5,8,12,24"
622,Ankara,Diyarbakir,37 LOG 675,8/9/2026,1188.69,2+2 Classic,"1,5,8,12,24"
623,Adana,Mersin,62 ADZ 923,12/18/2026,603.13,2+1 VIP,"1,5,8,12,24"
624,Bursa,Mersin,74 XLP 710,5/25/2026,713.18,2+1 VIP,"1,5,8,12,24"
625,Adana,Ankara,09 KEL 133,1/19/2026,833.54,2+1 VIP,"1,5,8,12,24"
626,Bursa,Diyarbakir,35 EMY 177,2/6/2026,746.63,2+2 Classic,"1,5,8,12,24"
627,Istanbul,Gaziantep,54 QLN 225,9/8/2026,878.54,2+1 VIP,"1,5,8,12,24"
628,Izmir,Bursa,57 TCB 337,10/13/2026,460.38,2+1 VIP,"1,5,8,12,24"
629,Izmir,Izmir,60 THN 149,8/20/2026,917.02,2+1 VIP,"1,5,8,12,24"
630,Ankara,Mersin,46 KDQ 054,3/18/2026,633.83,2+1 VIP,"1,5,8,12,24"
631,Gaziantep,Mersin,04 BUW 964,4/12/2026,664.8,2+1 VIP,"1,5,8,12,24"
632,Diyarbakir,Antalya,98 IAY 692,8/13/2026,479.96,2+1 VIP,"1,5,8,12,24"
633,Diyarbakir,Adana,30 AFD 999,8/24/2026,730.16,2+1 VIP,"1,5,8,12,24"
634,Bursa,Ankara,52 JDQ 286,6/28/2026,1066.64,2+2 Classic,"1,5,8,12,24"
635,Bursa,Konya,75 RVY 220,3/8/2026,1081.11,2+2 Classic,"1,5,8,12,24"
636,Diyarbakir,Bursa,41 HGR 866,4/17/2026,579.33,2+1 VIP,"1,5,8,12,24"
637,Izmir,Bursa,22 NCY 944,9/14/2026,790.17,2+1 VIP,"1,5,8,12,24"
638,Konya,Bursa,86 FAI 643,6/1/2026,627.24,2+1 VIP,"1,5,8,12,24"
639,Gaziantep,Diyarbakir,43 CCP 005,12/29/2026,960.21,2+1 VIP,"1,5,8,12,24"
640,Antalya,Konya,39 HLL 755,2/5/2026,937.97,2+1 VIP,"1,5,8,12,24"
641,Ankara,Istanbul,33 QKY 226,9/15/2026,862.18,2+1 VIP,"1,5,8,12,24"
642,Izmir,Mersin,80 PDV 957,11/18/2026,642.9,2+1 VIP,"1,5,8,12,24"
643,Ankara,Istanbul,95 VRC 797,7/1/2026,892.84,2+1 VIP,"1,5,8,12,24"
644,Antalya,Istanbul,96 JML 492,12/15/2026,879.64,2+1 VIP,"1,5,8,12,24"
645,Diyarbakir,Konya,32 SUP 282,5/8/2026,936.24,2+1 VIP,"1,5,8,12,24"
646,Izmir,Konya,56 TDK 608,6/21/2026,1151.15,2+2 Classic,"1,5,8,12,24"
647,Konya,Diyarbakir,11 FXE 080,6/15/2026,878.36,2+2 Classic,"1,5,8,12,24"
648,Bursa,Gaziantep,16 TTC 663,10/9/2026,786.36,2+1 VIP,"1,5,8,12,24"
649,Antalya,Antalya,75 YRH 142,9/30/2026,667.74,2+1 VIP,"1,5,8,12,24"
650,Ankara,Diyarbakir,30 DJL 550,11/26/2026,1165.96,2+2 Classic,"1,5,8,12,24"
651,Istanbul,Diyarbakir,15 OAE 331,10/5/2026,496.5,2+2 Classic,"1,5,8,12,24"
652,Gaziantep,Mersin,86 SDY 089,4/7/2026,995.42,2+1 VIP,"1,5,8,12,24"
653,Gaziantep,Adana,85 QLE 214,11/23/2026,871.72,2+2 Classic,"1,5,8,12,24"
654,Ankara,Mersin,51 OKA 969,6/27/2026,900.91,2+2 Classic,"1,5,8,12,24"
655,Izmir,Bursa,52 SQE 288,8/8/2026,852.28,2+2 Classic,"1,5,8,12,24"
656,Bursa,Istanbul,78 IWL 486,7/12/2026,737.66,2+1 VIP,"1,5,8,12,24"
657,Ankara,Gaziantep,95 YST 844,4/8/2026,902.94,2+1 VIP,"1,5,8,12,24"
658,Adana,Bursa,65 ZUO 875,10/9/2026,822.82,2+1 VIP,"1,5,8,12,24"
659,Konya,Adana,93 DFT 846,7/15/2026,448.52,2+2 Classic,"1,5,8,12,24"
660,Antalya,Adana,74 VLG 918,4/13/2026,662.13,2+2 Classic,"1,5,8,12,24"
661,Adana,Ankara,84 NLB 217,8/13/2026,842.77,2+1 VIP,"1,5,8,12,24"
662,Istanbul,Izmir,21 MXI 020,10/23/2026,1085.63,2+1 VIP,"1,5,8,12,24"
663,Konya,Istanbul,84 MKO 573,10/25/2026,403.69,2+1 VIP,"1,5,8,12,24"
664,Gaziantep,Bursa,75 GRS 689,12/18/2026,575.71,2+1 VIP,"1,5,8,12,24"
665,Istanbul,Antalya,61 XIR 684,10/30/2026,731.21,2+1 VIP,"1,5,8,12,24"
666,Istanbul,Antalya,96 EPT 006,8/21/2026,1058.41,2+1 VIP,"1,5,8,12,24"
667,Konya,Istanbul,88 DEX 674,1/31/2026,1079.15,2+1 VIP,"1,5,8,12,24"
668,Bursa,Gaziantep,85 ILX 062,5/14/2026,826.53,2+2 Classic,"1,5,8,12,24"
669,Diyarbakir,Ankara,71 MNT 585,3/31/2026,1029.07,2+2 Classic,"1,5,8,12,24"
670,Antalya,Diyarbakir,86 CIV 344,4/7/2026,782.69,2+1 VIP,"1,5,8,12,24"
671,Izmir,Gaziantep,53 VGT 474,11/25/2026,873.61,2+2 Classic,"1,5,8,12,24"
672,Istanbul,Konya,84 VFR 096,8/9/2026,811.66,2+2 Classic,"1,5,8,12,24"
673,Izmir,Adana,67 UXE 336,7/3/2026,1074.96,2+2 Classic,"1,5,8,12,24"
674,Konya,Adana,27 NWR 868,2/13/2026,653.66,2+1 VIP,"1,5,8,12,24"
675,Adana,Konya,13 JNQ 703,10/17/2026,682.7,2+2 Classic,"1,5,8,12,24"
676,Diyarbakir,Mersin,16 AEK 520,11/21/2026,944.07,2+1 VIP,"1,5,8,12,24"
677,Konya,Ankara,34 YML 985,3/8/2026,543.66,2+1 VIP,"1,5,8,12,24"
678,Antalya,Istanbul,40 IRS 914,8/3/2026,908.09,2+1 VIP,"1,5,8,12,24"
679,Bursa,Ankara,27 VQJ 856,8/9/2026,1183.22,2+1 VIP,"1,5,8,12,24"
680,Izmir,Istanbul,34 IKO 926,2/5/2026,662.62,2+1 VIP,"1,5,8,12,24"
681,Adana,Izmir,95 XEF 311,3/25/2026,1128.68,2+2 Classic,"1,5,8,12,24"
682,Ankara,Ankara,99 TCL 718,8/18/2026,574.43,2+1 VIP,"1,5,8,12,24"
683,Bursa,Izmir,75 UFF 432,6/3/2026,662.67,2+2 Classic,"1,5,8,12,24"
684,Adana,Gaziantep,97 CKA 687,3/3/2026,906.45,2+1 VIP,"1,5,8,12,24"
685,Ankara,Istanbul,15 ENB 668,11/21/2026,603.14,2+2 Classic,"1,5,8,12,24"
686,Mersin,Izmir,71 GTD 259,2/23/2026,877.94,2+1 VIP,"1,5,8,12,24"
687,Ankara,Istanbul,39 MCG 960,7/30/2026,1007.01,2+2 Classic,"1,5,8,12,24"
688,Bursa,Konya,43 MTS 042,9/8/2026,781.08,2+2 Classic,"1,5,8,12,24"
689,Mersin,Gaziantep,79 ISZ 835,5/7/2026,1154.24,2+1 VIP,"1,5,8,12,24"
690,Mersin,Antalya,49 OXU 059,3/3/2026,563.58,2+1 VIP,"1,5,8,12,24"
691,Antalya,Adana,81 HHQ 419,12/5/2026,603.7,2+2 Classic,"1,5,8,12,24"
692,Ankara,Konya,98 FKZ 470,7/30/2026,425.75,2+1 VIP,"1,5,8,12,24"
693,Adana,Istanbul,44 JDN 437,1/29/2026,614.94,2+1 VIP,"1,5,8,12,24"
694,Izmir,Bursa,14 ILN 562,8/13/2026,1088.28,2+2 Classic,"1,5,8,12,24"
695,Konya,Diyarbakir,87 BPU 481,6/16/2026,722.19,2+1 VIP,"1,5,8,12,24"
696,Konya,Bursa,88 IMI 804,2/3/2026,1173.03,2+1 VIP,"1,5,8,12,24"
697,Adana,Bursa,77 TBI 975,2/20/2026,888.81,2+2 Classic,"1,5,8,12,24"
698,Ankara,Konya,64 UDP 766,1/29/2026,425.58,2+1 VIP,"1,5,8,12,24"
699,Istanbul,Adana,69 TPA 877,10/25/2026,1095.16,2+2 Classic,"1,5,8,12,24"
700,Diyarbakir,Ankara,49 QBA 497,5/3/2026,728.76,2+2 Classic,"1,5,8,12,24"
701,Konya,Diyarbakir,75 UQK 908,5/21/2026,1071.21,2+2 Classic,"1,5,8,12,24"
702,Adana,Antalya,55 AGC 135,12/16/2026,939.97,2+2 Classic,"1,5,8,12,24"
703,Bursa,Izmir,12 VMO 368,5/4/2026,975.08,2+2 Classic,"1,5,8,12,24"
704,Konya,Izmir,25 MNK 291,1/1/2026,1039.75,2+2 Classic,"1,5,8,12,24"
705,Antalya,Istanbul,81 ZKH 675,6/23/2026,1012.45,2+1 VIP,"1,5,8,12,24"
706,Antalya,Bursa,16 JLX 248,5/21/2026,1138.34,2+1 VIP,"1,5,8,12,24"
707,Konya,Mersin,21 EVY 654,1/27/2026,1135.63,2+2 Classic,"1,5,8,12,24"
708,Mersin,Diyarbakir,70 TTB 228,3/22/2026,785.41,2+2 Classic,"1,5,8,12,24"
709,Antalya,Bursa,96 VXZ 608,1/14/2026,1198.77,2+1 VIP,"1,5,8,12,24"
710,Gaziantep,Istanbul,37 PDE 521,3/24/2026,1140.04,2+2 Classic,"1,5,8,12,24"
711,Mersin,Ankara,46 OXU 413,11/1/2026,788.73,2+1 VIP,"1,5,8,12,24"
712,Bursa,Mersin,90 OZH 618,5/4/2026,1148.55,2+2 Classic,"1,5,8,12,24"
713,Istanbul,Izmir,40 ZTV 523,8/8/2026,569.51,2+2 Classic,"1,5,8,12,24"
714,Gaziantep,Ankara,11 TNK 878,6/8/2026,638.7,2+2 Classic,"1,5,8,12,24"
715,Diyarbakir,Konya,18 FUF 716,6/24/2026,469.82,2+2 Classic,"1,5,8,12,24"
716,Izmir,Bursa,91 GJV 585,12/4/2026,1118.84,2+2 Classic,"1,5,8,12,24"
717,Mersin,Diyarbakir,49 AXM 380,8/30/2026,774.36,2+1 VIP,"1,5,8,12,24"
718,Izmir,Istanbul,60 TLW 164,12/3/2026,602.66,2+2 Classic,"1,5,8,12,24"
719,Ankara,Diyarbakir,71 AEA 287,1/7/2026,964.08,2+1 VIP,"1,5,8,12,24"
720,Antalya,Adana,19 KNC 470,9/16/2026,1191.21,2+2 Classic,"1,5,8,12,24"
721,Mersin,Bursa,75 OLO 039,4/25/2026,802.5,2+1 VIP,"1,5,8,12,24"
722,Konya,Mersin,36 SCR 085,1/15/2026,1070.3,2+1 VIP,"1,5,8,12,24"
723,Ankara,Bursa,79 BHK 432,1/8/2026,967.03,2+2 Classic,"1,5,8,12,24"
724,Mersin,Adana,08 BGW 956,9/16/2026,918.01,2+1 VIP,"1,5,8,12,24"
725,Izmir,Istanbul,94 ASP 382,8/12/2026,1035.31,2+2 Classic,"1,5,8,12,24"
726,Izmir,Mersin,99 HMK 647,8/19/2026,551.64,2+2 Classic,"1,5,8,12,24"
727,Gaziantep,Istanbul,61 PUE 013,12/10/2026,560.54,2+2 Classic,"1,5,8,12,24"
728,Bursa,Diyarbakir,53 KUY 894,9/28/2026,428.82,2+2 Classic,"1,5,8,12,24"
729,Diyarbakir,Ankara,08 QAZ 080,4/24/2026,790.3,2+2 Classic,"1,5,8,12,24"
730,Mersin,Adana,25 UQB 277,3/20/2026,916.61,2+2 Classic,"1,5,8,12,24"
731,Bursa,Mersin,40 QRC 531,10/8/2026,420.36,2+1 VIP,"1,5,8,12,24"
732,Konya,Diyarbakir,32 FHH 725,12/6/2026,968.4,2+2 Classic,"1,5,8,12,24"
733,Bursa,Adana,97 NYE 216,6/29/2026,893.89,2+2 Classic,"1,5,8,12,24"
734,Mersin,Bursa,37 GCM 194,3/21/2026,895.71,2+2 Classic,"1,5,8,12,24"
735,Izmir,Adana,74 WSP 937,6/6/2026,585.54,2+2 Classic,"1,5,8,12,24"
736,Bursa,Izmir,48 GHE 293,9/6/2026,487.38,2+2 Classic,"1,5,8,12,24"
737,Izmir,Izmir,05 ZGS 809,5/16/2026,1160.56,2+2 Classic,"1,5,8,12,24"
738,Istanbul,Antalya,08 OIQ 858,12/23/2026,987.53,2+2 Classic,"1,5,8,12,24"
739,Mersin,Diyarbakir,91 XDK 766,11/22/2026,1058.95,2+2 Classic,"1,5,8,12,24"
740,Istanbul,Antalya,82 PLA 697,4/22/2026,615.69,2+2 Classic,"1,5,8,12,24"
741,Mersin,Diyarbakir,73 YIT 998,5/11/2026,569.62,2+1 VIP,"1,5,8,12,24"
742,Izmir,Konya,75 LNT 459,8/29/2026,1089.19,2+2 Classic,"1,5,8,12,24"
743,Bursa,Mersin,43 INO 681,12/7/2026,716.93,2+1 VIP,"1,5,8,12,24"
744,Bursa,Istanbul,99 MDC 639,11/18/2026,648.77,2+2 Classic,"1,5,8,12,24"
745,Mersin,Adana,99 PDO 857,11/20/2026,432.13,2+2 Classic,"1,5,8,12,24"
746,Mersin,Antalya,41 ALN 201,2/22/2026,940.41,2+2 Classic,"1,5,8,12,24"
747,Ankara,Izmir,20 GGT 449,1/15/2026,704.47,2+1 VIP,"1,5,8,12,24"
748,Istanbul,Izmir,56 UMO 768,2/21/2026,606.04,2+1 VIP,"1,5,8,12,24"
749,Istanbul,Antalya,89 NUL 490,2/18/2026,1155.74,2+2 Classic,"1,5,8,12,24"
750,Diyarbakir,Ankara,35 NSF 450,3/2/2026,824.2,2+1 VIP,"1,5,8,12,24"
751,Ankara,Gaziantep,74 UZP 361,9/23/2026,775.16,2+1 VIP,"1,5,8,12,24"
752,Gaziantep,Konya,54 KOB 142,4/11/2026,475.88,2+1 VIP,"1,5,8,12,24"
753,Diyarbakir,Istanbul,70 FWM 909,3/21/2026,472.29,2+1 VIP,"1,5,8,12,24"
754,Ankara,Istanbul,64 CZK 682,11/12/2026,963.57,2+2 Classic,"1,5,8,12,24"
755,Diyarbakir,Istanbul,08 AWR 032,4/27/2026,565.67,2+1 VIP,"1,5,8,12,24"
756,Diyarbakir,Bursa,08 PAY 900,4/25/2026,463.23,2+2 Classic,"1,5,8,12,24"
757,Istanbul,Ankara,28 LVI 988,2/2/2026,554.1,2+2 Classic,"1,5,8,12,24"
758,Ankara,Bursa,60 DCC 966,8/29/2026,563.49,2+2 Classic,"1,5,8,12,24"
759,Istanbul,Izmir,71 HRK 448,2/27/2026,949.25,2+2 Classic,"1,5,8,12,24"
760,Adana,Istanbul,71 MAB 419,3/11/2026,799.55,2+1 VIP,"1,5,8,12,24"
761,Bursa,Konya,59 EUC 446,10/31/2026,506.65,2+1 VIP,"1,5,8,12,24"
762,Gaziantep,Adana,51 LGH 956,3/25/2026,1156.45,2+2 Classic,"1,5,8,12,24"
763,Adana,Gaziantep,88 HFE 942,8/4/2026,1110.18,2+1 VIP,"1,5,8,12,24"
764,Istanbul,Gaziantep,90 TIM 283,2/9/2026,1094.59,2+2 Classic,"1,5,8,12,24"
765,Konya,Gaziantep,23 YVK 709,2/20/2026,531.38,2+2 Classic,"1,5,8,12,24"
766,Mersin,Konya,41 TLU 891,4/9/2026,499.81,2+2 Classic,"1,5,8,12,24"
767,Bursa,Izmir,23 AUJ 144,11/22/2026,1014.2,2+2 Classic,"1,5,8,12,24"
768,Adana,Ankara,62 EVH 634,12/30/2026,931.31,2+1 VIP,"1,5,8,12,24"
769,Istanbul,Bursa,16 EXU 684,9/26/2026,451.95,2+2 Classic,"1,5,8,12,24"
770,Adana,Antalya,09 VUY 600,1/17/2026,997.04,2+1 VIP,"1,5,8,12,24"
771,Diyarbakir,Bursa,54 FEP 149,6/18/2026,640.99,2+1 VIP,"1,5,8,12,24"
772,Diyarbakir,Ankara,75 CYX 804,6/13/2026,486.34,2+2 Classic,"1,5,8,12,24"
773,Antalya,Mersin,75 XSF 306,11/13/2026,611.94,2+1 VIP,"1,5,8,12,24"
774,Diyarbakir,Gaziantep,94 WWK 426,9/25/2026,822.24,2+2 Classic,"1,5,8,12,24"
775,Istanbul,Antalya,81 LOE 234,6/24/2026,565.63,2+1 VIP,"1,5,8,12,24"
776,Izmir,Antalya,91 QPV 394,5/28/2026,1050.9,2+2 Classic,"1,5,8,12,24"
777,Ankara,Diyarbakir,32 KBH 250,3/27/2026,1010.31,2+2 Classic,"1,5,8,12,24"
778,Konya,Bursa,48 CWH 951,9/7/2026,1091.1,2+1 VIP,"1,5,8,12,24"
779,Antalya,Antalya,84 NEP 678,10/8/2026,586.41,2+2 Classic,"1,5,8,12,24"
780,Adana,Izmir,66 CRA 414,2/2/2026,947.85,2+2 Classic,"1,5,8,12,24"
781,Gaziantep,Konya,28 QDV 117,4/7/2026,981.9,2+2 Classic,"1,5,8,12,24"
782,Bursa,Gaziantep,57 FUL 270,8/11/2026,900.48,2+1 VIP,"1,5,8,12,24"
783,Bursa,Ankara,89 MLU 787,1/20/2026,1115.74,2+2 Classic,"1,5,8,12,24"
784,Istanbul,Bursa,72 VFD 725,5/4/2026,728.58,2+1 VIP,"1,5,8,12,24"
785,Ankara,Izmir,10 LAH 684,2/17/2026,920.98,2+2 Classic,"1,5,8,12,24"
786,Ankara,Konya,74 TUM 647,5/8/2026,1017.57,2+2 Classic,"1,5,8,12,24"
787,Adana,Ankara,26 CMT 004,7/29/2026,508.91,2+2 Classic,"1,5,8,12,24"
788,Izmir,Diyarbakir,11 KHF 454,12/5/2026,715.96,2+2 Classic,"1,5,8,12,24"
789,Bursa,Konya,95 JAK 109,6/28/2026,1181.32,2+2 Classic,"1,5,8,12,24"
790,Gaziantep,Izmir,15 DYW 056,6/25/2026,452.41,2+1 VIP,"1,5,8,12,24"
791,Adana,Istanbul,11 YJK 013,3/28/2026,907.45,2+2 Classic,"1,5,8,12,24"
792,Diyarbakir,Konya,76 KZX 337,2/17/2026,833.87,2+2 Classic,"1,5,8,12,24"
793,Konya,Diyarbakir,92 THA 773,5/4/2026,1093.87,2+2 Classic,"1,5,8,12,24"
794,Bursa,Ankara,72 DPL 001,12/23/2026,546.82,2+1 VIP,"1,5,8,12,24"
795,Mersin,Adana,01 AYB 081,5/28/2026,981.32,2+1 VIP,"1,5,8,12,24"
796,Adana,Adana,25 OTS 191,10/6/2026,789.44,2+1 VIP,"1,5,8,12,24"
797,Konya,Antalya,80 VDP 073,12/13/2026,584.3,2+2 Classic,"1,5,8,12,24"
798,Istanbul,Mersin,22 PDX 662,5/30/2026,497.0,2+2 Classic,"1,5,8,12,24"
799,Gaziantep,Izmir,42 ETY 039,11/11/2026,645.42,2+1 VIP,"1,5,8,12,24"
800,Adana,Mersin,91 TBD 127,2/10/2026,588.69,2+2 Classic,"1,5,8,12,24"
801,Izmir,Bursa,83 DNZ 863,8/8/2026,763.07,2+1 VIP,"1,5,8,12,24"
802,Gaziantep,Konya,31 OQZ 692,5/16/2026,600.84,2+2 Classic,"1,5,8,12,24"
